,R_hat
"prob_correct[55,12]",1.00086
"eta[111,20]",1.00086
"eta[91,26]",1.00086
"eta[109,10]",1.00086
"eta[79,26]",1.00086
"prob_correct[88,16]",1.00086
"prob_correct[189,24]",1.00086
"eta[100,23]",1.00086
"eta[8,10]",1.00086
"eta[96,11]",1.00086
"prob_correct[132,16]",1.00086
"prob_correct[21,8]",1.00085
"eta[161,26]",1.00085
"eta[124,11]",1.00085
"eta[122,16]",1.00085
"prob_correct[162,23]",1.00085
"prob_correct[161,26]",1.00085
"eta[146,13]",1.00085
b[27],1.00085
"eta[141,11]",1.00085
theta[191],1.00085
"prob_correct[146,13]",1.00085
"eta[21,7]",1.00085
"eta[21,8]",1.00085
"prob_correct[21,7]",1.00085
b[25],1.00085
"eta[71,16]",1.00085
"eta[136,24]",1.00085
"eta[162,23]",1.00085
"prob_correct[136,24]",1.00085
"prob_correct[121,26]",1.00085
"prob_correct[93,11]",1.00085
"prob_correct[65,24]",1.00085
theta[51],1.00085
"eta[93,11]",1.00085
"prob_correct[71,16]",1.00085
"eta[92,26]",1.00085
"prob_correct[92,26]",1.00085
"prob_correct[122,16]",1.00085
"eta[65,24]",1.00085
"eta[7,5]",1.00085
"prob_correct[7,5]",1.00085
"eta[121,26]",1.00085
"prob_correct[124,11]",1.00085
"prob_correct[141,11]",1.00085
"prob_correct[48,11]",1.00084
"eta[146,12]",1.00084
"eta[90,6]",1.00084
"prob_correct[121,18]",1.00084
"eta[121,18]",1.00084
"prob_correct[103,7]",1.00084
"eta[43,26]",1.00084
theta[88],1.00084
theta[36],1.00084
"eta[75,24]",1.00084
"prob_correct[75,24]",1.00084
"prob_correct[179,10]",1.00084
"eta[48,11]",1.00084
"prob_correct[73,5]",1.00084
"prob_correct[177,13]",1.00084
"eta[103,7]",1.00084
"prob_correct[106,5]",1.00084
"prob_correct[177,16]",1.00084
theta[59],1.00084
"eta[159,2]",1.00084
"prob_correct[16,7]",1.00084
"prob_correct[55,22]",1.00084
"eta[106,5]",1.00084
"eta[177,16]",1.00084
theta[189],1.00084
"eta[177,13]",1.00084
"eta[55,22]",1.00084
"eta[16,7]",1.00084
"eta[73,5]",1.00084
"prob_correct[90,6]",1.00084
"prob_correct[146,12]",1.00084
"prob_correct[43,26]",1.00084
"prob_correct[159,2]",1.00084
"eta[179,10]",1.00084
"prob_correct[12,15]",1.00083
"prob_correct[7,7]",1.00083
"prob_correct[166,16]",1.00083
"prob_correct[145,8]",1.00083
"eta[81,16]",1.00083
"prob_correct[129,23]",1.00083
"prob_correct[95,15]",1.00083
"prob_correct[117,26]",1.00083
"prob_correct[196,7]",1.00083
"prob_correct[168,14]",1.00083
"prob_correct[179,13]",1.00083
"eta[7,7]",1.00083
"eta[74,14]",1.00083
"prob_correct[81,16]",1.00083
"eta[196,7]",1.00083
"prob_correct[74,14]",1.00083
"eta[12,15]",1.00083
"eta[117,26]",1.00083
"eta[145,8]",1.00083
"eta[152,11]",1.00083
"eta[120,16]",1.00083
"eta[22,11]",1.00083
"prob_correct[120,16]",1.00083
"prob_correct[22,11]",1.00083
"prob_correct[152,11]",1.00083
"eta[179,13]",1.00083
"eta[100,8]",1.00083
"prob_correct[100,8]",1.00083
"eta[95,15]",1.00083
"eta[168,14]",1.00083
"eta[129,23]",1.00083
"eta[166,16]",1.00083
"y_rep[111,13]",1.00082
"eta[42,22]",1.00082
"prob_correct[11,22]",1.00082
"prob_correct[42,22]",1.00082
"prob_correct[57,8]",1.00082
"eta[13,5]",1.00082
"eta[9,2]",1.00082
"eta[88,10]",1.00082
"prob_correct[13,5]",1.00082
"prob_correct[69,16]",1.00082
"prob_correct[79,23]",1.00082
"eta[62,23]",1.00082
"eta[130,8]",1.00082
"eta[79,23]",1.00082
theta[31],1.00082
"prob_correct[100,5]",1.00082
"prob_correct[130,8]",1.00082
"prob_correct[62,23]",1.00082
theta[55],1.00082
b[17],1.00082
"eta[69,16]",1.00082
"prob_correct[88,10]",1.00082
"prob_correct[9,2]",1.00082
"eta[11,22]",1.00082
"eta[57,8]",1.00082
"eta[100,5]",1.00082
"prob_correct[10,7]",1.00081
"eta[104,22]",1.00081
"eta[40,26]",1.00081
"prob_correct[64,26]",1.00081
"prob_correct[114,16]",1.00081
"prob_correct[140,2]",1.00081
"eta[45,8]",1.00081
"eta[99,12]",1.00081
"eta[64,26]",1.00081
"prob_correct[112,7]",1.00081
"prob_correct[40,26]",1.00081
"eta[128,15]",1.00081
"eta[25,5]",1.00081
"prob_correct[45,8]",1.00081
"prob_correct[78,24]",1.00081
b[18],1.00081
"eta[78,24]",1.00081
"prob_correct[104,22]",1.00081
"prob_correct[78,8]",1.00081
"eta[112,7]",1.00081
"prob_correct[29,5]",1.00081
b[16],1.00081
"eta[78,8]",1.00081
"prob_correct[25,5]",1.00081
"prob_correct[128,15]",1.00081
"eta[29,5]",1.00081
"eta[10,7]",1.00081
"prob_correct[99,12]",1.00081
"eta[114,16]",1.00081
"eta[140,2]",1.00081
"eta[53,11]",1.00081
"prob_correct[53,11]",1.00081
"prob_correct[177,14]",1.0008
"eta[88,23]",1.0008
"eta[116,2]",1.0008
"prob_correct[88,23]",1.0008
theta[114],1.0008
"eta[135,5]",1.0008
"prob_correct[116,2]",1.0008
"prob_correct[34,15]",1.0008
"eta[112,18]",1.0008
"eta[172,11]",1.0008
"prob_correct[50,9]",1.0008
"prob_correct[149,11]",1.0008
"prob_correct[178,14]",1.0008
"eta[66,7]",1.0008
theta[147],1.0008
"eta[73,8]",1.0008
"prob_correct[66,7]",1.0008
"eta[110,18]",1.0008
"eta[177,14]",1.0008
"eta[34,15]",1.0008
"eta[178,14]",1.0008
"prob_correct[110,18]",1.0008
"prob_correct[172,11]",1.0008
"prob_correct[73,8]",1.0008
"eta[68,23]",1.0008
"prob_correct[68,23]",1.0008
"prob_correct[112,18]",1.0008
"eta[149,11]",1.0008
"y_rep[151,12]",1.0008
"prob_correct[135,5]",1.0008
"eta[50,9]",1.0008
a[23],1.00079
"prob_correct[139,7]",1.00079
"prob_correct[187,11]",1.00079
"prob_correct[4,5]",1.00079
theta[14],1.00079
theta[42],1.00079
"eta[15,19]",1.00079
"prob_correct[19,10]",1.00079
"eta[54,20]",1.00079
"prob_correct[63,26]",1.00079
"prob_correct[111,4]",1.00079
"prob_correct[15,19]",1.00079
"eta[139,7]",1.00079
"eta[31,23]",1.00079
"prob_correct[54,20]",1.00079
"prob_correct[31,23]",1.00079
"eta[160,14]",1.00079
"eta[63,26]",1.00079
"prob_correct[198,11]",1.00079
"eta[44,24]",1.00079
"eta[4,5]",1.00079
"eta[198,11]",1.00079
theta[103],1.00079
"prob_correct[160,14]",1.00079
"eta[111,4]",1.00079
"prob_correct[158,12]",1.00079
"eta[19,10]",1.00079
"prob_correct[44,24]",1.00079
"eta[187,11]",1.00079
"eta[158,12]",1.00079
"eta[145,18]",1.00078
"prob_correct[168,11]",1.00078
"eta[144,16]",1.00078
"prob_correct[60,2]",1.00078
"prob_correct[66,5]",1.00078
"prob_correct[38,16]",1.00078
"prob_correct[1,13]",1.00078
"eta[60,2]",1.00078
"prob_correct[32,2]",1.00078
"prob_correct[181,14]",1.00078
"eta[168,11]",1.00078
"eta[141,16]",1.00078
"prob_correct[44,23]",1.00078
"prob_correct[89,4]",1.00078
"eta[157,26]",1.00078
"prob_correct[188,17]",1.00078
"prob_correct[177,15]",1.00078
"eta[181,14]",1.00078
"eta[89,4]",1.00078
"eta[66,5]",1.00078
"eta[38,16]",1.00078
"eta[150,13]",1.00078
"eta[44,23]",1.00078
"prob_correct[6,17]",1.00078
"eta[160,2]",1.00078
"eta[125,5]",1.00078
"prob_correct[29,22]",1.00078
"eta[177,15]",1.00078
"eta[138,11]",1.00078
"prob_correct[4,27]",1.00078
"prob_correct[125,5]",1.00078
theta[109],1.00078
"eta[32,2]",1.00078
"y_rep[191,19]",1.00078
"eta[6,17]",1.00078
"prob_correct[141,16]",1.00078
theta[17],1.00078
"prob_correct[150,13]",1.00078
"eta[188,17]",1.00078
"eta[1,13]",1.00078
"eta[29,22]",1.00078
"prob_correct[144,16]",1.00078
"prob_correct[157,26]",1.00078
"eta[4,27]",1.00078
theta[65],1.00078
"prob_correct[145,18]",1.00078
"prob_correct[138,11]",1.00078
"prob_correct[160,2]",1.00078
"prob_correct[172,20]",1.00077
"prob_correct[112,2]",1.00077
"eta[98,9]",1.00077
"prob_correct[15,10]",1.00077
"eta[80,10]",1.00077
"eta[37,10]",1.00077
"prob_correct[23,23]",1.00077
"eta[148,16]",1.00077
"eta[21,16]",1.00077
"prob_correct[120,10]",1.00077
"prob_correct[21,16]",1.00077
"eta[172,20]",1.00077
"eta[15,10]",1.00077
"prob_correct[80,10]",1.00077
"eta[112,2]",1.00077
"eta[120,10]",1.00077
"prob_correct[37,10]",1.00077
"prob_correct[163,18]",1.00077
"eta[121,19]",1.00077
"eta[23,23]",1.00077
"prob_correct[98,9]",1.00077
"eta[195,12]",1.00077
"prob_correct[148,16]",1.00077
"prob_correct[121,19]",1.00077
"eta[163,18]",1.00077
"prob_correct[195,12]",1.00077
"eta[138,10]",1.00076
"prob_correct[48,15]",1.00076
"eta[103,17]",1.00076
"prob_correct[138,10]",1.00076
"prob_correct[101,26]",1.00076
"eta[165,25]",1.00076
"y_rep[84,14]",1.00076
"eta[101,26]",1.00076
"y_rep[132,17]",1.00076
"prob_correct[50,24]",1.00076
"eta[65,3]",1.00076
"prob_correct[89,5]",1.00076
"prob_correct[65,3]",1.00076
"eta[13,18]",1.00076
"prob_correct[49,25]",1.00076
"prob_correct[103,17]",1.00076
"eta[48,15]",1.00076
"prob_correct[26,18]",1.00076
theta[155],1.00076
"prob_correct[165,25]",1.00076
"eta[200,13]",1.00076
"prob_correct[136,16]",1.00076
"eta[26,18]",1.00076
"eta[49,25]",1.00076
"eta[50,24]",1.00076
"prob_correct[198,7]",1.00076
"eta[89,5]",1.00076
"prob_correct[13,18]",1.00076
"eta[198,7]",1.00076
"prob_correct[200,13]",1.00076
"eta[136,16]",1.00076
"eta[111,14]",1.00075
"prob_correct[22,20]",1.00075
"eta[185,14]",1.00075
a[10],1.00075
"prob_correct[22,24]",1.00075
"eta[55,23]",1.00075
"y_rep[139,4]",1.00075
"prob_correct[164,10]",1.00075
"eta[164,10]",1.00075
"prob_correct[185,14]",1.00075
"prob_correct[111,14]",1.00075
"prob_correct[31,5]",1.00075
"prob_correct[38,27]",1.00075
"prob_correct[132,8]",1.00075
"eta[99,7]",1.00075
"eta[22,24]",1.00075
"y_rep[89,4]",1.00075
"eta[132,8]",1.00075
"prob_correct[97,7]",1.00075
"eta[199,10]",1.00075
"prob_correct[99,7]",1.00075
"eta[38,27]",1.00075
"eta[97,7]",1.00075
"eta[22,20]",1.00075
"eta[31,5]",1.00075
"prob_correct[55,23]",1.00075
"prob_correct[199,10]",1.00075
"prob_correct[145,26]",1.00074
"prob_correct[199,21]",1.00074
"y_rep[24,4]",1.00074
"prob_correct[26,23]",1.00074
a[21],1.00074
"y_rep[165,12]",1.00074
"prob_correct[77,26]",1.00074
"prob_correct[37,11]",1.00074
"prob_correct[113,16]",1.00074
"eta[177,18]",1.00074
"prob_correct[107,16]",1.00074
"prob_correct[42,16]",1.00074
"prob_correct[167,26]",1.00074
"eta[68,14]",1.00074
theta[121],1.00074
"prob_correct[10,11]",1.00074
"prob_correct[11,13]",1.00074
"eta[95,23]",1.00074
"prob_correct[114,20]",1.00074
"prob_correct[155,14]",1.00074
"prob_correct[109,16]",1.00074
"prob_correct[73,14]",1.00074
"eta[155,14]",1.00074
"prob_correct[68,14]",1.00074
"prob_correct[177,18]",1.00074
"eta[199,21]",1.00074
"eta[77,26]",1.00074
"eta[42,16]",1.00074
"eta[99,26]",1.00074
"eta[195,28]",1.00074
"eta[73,14]",1.00074
"eta[167,26]",1.00074
"eta[113,16]",1.00074
"eta[37,11]",1.00074
"prob_correct[60,16]",1.00074
"eta[114,20]",1.00074
"eta[145,26]",1.00074
"eta[107,16]",1.00074
"prob_correct[99,26]",1.00074
"prob_correct[195,28]",1.00074
"eta[26,23]",1.00074
a[24],1.00074
"eta[109,16]",1.00074
"prob_correct[95,23]",1.00074
"eta[10,11]",1.00074
"eta[11,13]",1.00074
"eta[60,16]",1.00074
"eta[161,3]",1.00073
"eta[156,12]",1.00073
"prob_correct[90,13]",1.00073
"prob_correct[91,2]",1.00073
a[13],1.00073
"y_rep[178,4]",1.00073
"prob_correct[46,13]",1.00073
"eta[59,16]",1.00073
"prob_correct[156,12]",1.00073
"prob_correct[110,17]",1.00073
"prob_correct[3,7]",1.00073
"eta[139,8]",1.00073
"eta[3,7]",1.00073
"eta[46,13]",1.00073
"prob_correct[6,9]",1.00073
"prob_correct[59,16]",1.00073
"prob_correct[161,3]",1.00073
"eta[23,16]",1.00073
"eta[75,16]",1.00073
"prob_correct[139,8]",1.00073
"eta[135,15]",1.00073
"prob_correct[110,14]",1.00073
"eta[35,24]",1.00073
"eta[110,14]",1.00073
"prob_correct[23,16]",1.00073
"prob_correct[102,14]",1.00073
"prob_correct[35,24]",1.00073
"eta[63,4]",1.00073
"eta[90,13]",1.00073
"eta[102,14]",1.00073
"eta[157,18]",1.00073
"prob_correct[135,15]",1.00073
"eta[91,2]",1.00073
"prob_correct[40,10]",1.00073
"eta[6,9]",1.00073
"eta[40,10]",1.00073
"prob_correct[157,18]",1.00073
"eta[110,17]",1.00073
"prob_correct[75,16]",1.00073
"prob_correct[63,4]",1.00073
"eta[16,16]",1.00072
"y_rep[7,14]",1.00072
"eta[148,10]",1.00072
"prob_correct[111,27]",1.00072
"prob_correct[148,10]",1.00072
"prob_correct[55,20]",1.00072
"eta[192,26]",1.00072
"eta[62,8]",1.00072
"eta[111,27]",1.00072
"prob_correct[14,2]",1.00072
"prob_correct[31,7]",1.00072
"eta[140,8]",1.00072
"prob_correct[45,5]",1.00072
"eta[124,26]",1.00072
"prob_correct[16,16]",1.00072
theta[108],1.00072
"eta[31,7]",1.00072
"eta[46,14]",1.00072
"prob_correct[189,14]",1.00072
"prob_correct[14,24]",1.00072
"eta[189,14]",1.00072
"eta[114,5]",1.00072
"prob_correct[82,18]",1.00072
"eta[154,14]",1.00072
"prob_correct[154,14]",1.00072
"eta[200,18]",1.00072
"prob_correct[52,11]",1.00072
"prob_correct[33,5]",1.00072
"eta[45,5]",1.00072
"prob_correct[114,5]",1.00072
"prob_correct[24,16]",1.00072
"prob_correct[200,18]",1.00072
"prob_correct[32,7]",1.00072
"eta[52,11]",1.00072
"eta[82,18]",1.00072
"eta[55,20]",1.00072
"eta[14,2]",1.00072
"eta[146,5]",1.00072
"prob_correct[171,5]",1.00072
"prob_correct[192,26]",1.00072
"prob_correct[46,14]",1.00072
"eta[14,24]",1.00072
theta[72],1.00072
"prob_correct[140,8]",1.00072
"eta[24,16]",1.00072
"eta[171,5]",1.00072
"prob_correct[124,26]",1.00072
"eta[33,5]",1.00072
"prob_correct[146,5]",1.00072
"eta[32,7]",1.00072
"prob_correct[62,8]",1.00072
"eta[104,10]",1.00071
"prob_correct[14,5]",1.00071
"eta[85,7]",1.00071
"eta[162,2]",1.00071
"prob_correct[156,2]",1.00071
"prob_correct[198,12]",1.00071
"eta[156,2]",1.00071
"eta[126,10]",1.00071
"prob_correct[85,7]",1.00071
"prob_correct[6,5]",1.00071
"eta[57,23]",1.00071
"prob_correct[162,2]",1.00071
"prob_correct[38,5]",1.00071
"prob_correct[165,2]",1.00071
"prob_correct[97,19]",1.00071
"eta[198,12]",1.00071
"eta[30,24]",1.00071
"eta[14,5]",1.00071
theta[130],1.00071
"eta[6,5]",1.00071
"prob_correct[99,18]",1.00071
"prob_correct[126,10]",1.00071
"prob_correct[104,10]",1.00071
"eta[165,2]",1.00071
"eta[99,18]",1.00071
"prob_correct[57,23]",1.00071
theta[96],1.00071
"prob_correct[30,24]",1.00071
"eta[97,19]",1.00071
"prob_correct[184,8]",1.00071
"eta[184,8]",1.00071
"eta[38,5]",1.00071
"prob_correct[80,18]",1.0007
"eta[28,10]",1.0007
"prob_correct[134,23]",1.0007
"prob_correct[143,27]",1.0007
"prob_correct[193,11]",1.0007
"prob_correct[24,11]",1.0007
"eta[56,5]",1.0007
"eta[197,11]",1.0007
"prob_correct[107,2]",1.0007
"eta[143,16]",1.0007
"eta[109,14]",1.0007
"prob_correct[27,4]",1.0007
"eta[131,5]",1.0007
"eta[7,8]",1.0007
"prob_correct[71,7]",1.0007
"eta[24,11]",1.0007
"prob_correct[118,26]",1.0007
"eta[107,2]",1.0007
"prob_correct[125,16]",1.0007
"eta[40,8]",1.0007
"prob_correct[27,2]",1.0007
"prob_correct[7,8]",1.0007
"prob_correct[131,5]",1.0007
"prob_correct[188,5]",1.0007
"eta[134,23]",1.0007
"eta[143,27]",1.0007
"prob_correct[197,11]",1.0007
"eta[134,27]",1.0007
theta[79],1.0007
"prob_correct[109,14]",1.0007
"prob_correct[56,5]",1.0007
"prob_correct[28,10]",1.0007
"eta[80,18]",1.0007
"prob_correct[176,16]",1.0007
"prob_correct[40,8]",1.0007
"eta[176,16]",1.0007
"prob_correct[42,26]",1.0007
"prob_correct[62,2]",1.0007
"eta[27,4]",1.0007
"eta[62,2]",1.0007
"eta[193,11]",1.0007
"prob_correct[3,8]",1.0007
"eta[125,16]",1.0007
"eta[95,9]",1.0007
"prob_correct[95,9]",1.0007
"eta[3,8]",1.0007
"eta[118,26]",1.0007
"prob_correct[100,13]",1.0007
"prob_correct[134,27]",1.0007
"prob_correct[10,9]",1.0007
"prob_correct[143,16]",1.0007
"eta[42,26]",1.0007
"eta[27,2]",1.0007
"eta[10,9]",1.0007
"eta[188,5]",1.0007
"eta[100,13]",1.0007
"eta[71,7]",1.0007
"prob_correct[30,14]",1.00069
"prob_correct[110,22]",1.00069
"eta[110,23]",1.00069
"prob_correct[109,11]",1.00069
"prob_correct[182,23]",1.00069
"prob_correct[162,8]",1.00069
"eta[132,13]",1.00069
"prob_correct[173,23]",1.00069
"prob_correct[1,5]",1.00069
"prob_correct[110,9]",1.00069
"prob_correct[49,8]",1.00069
"eta[49,8]",1.00069
"eta[25,7]",1.00069
"prob_correct[110,23]",1.00069
"eta[50,10]",1.00069
"eta[60,6]",1.00069
"prob_correct[98,11]",1.00069
"eta[98,11]",1.00069
"prob_correct[38,24]",1.00069
"prob_correct[195,4]",1.00069
"eta[110,22]",1.00069
"eta[195,4]",1.00069
"prob_correct[132,13]",1.00069
"eta[30,14]",1.00069
"prob_correct[37,2]",1.00069
"prob_correct[179,5]",1.00069
"prob_correct[50,10]",1.00069
theta[150],1.00069
"prob_correct[101,24]",1.00069
"prob_correct[61,8]",1.00069
"prob_correct[114,13]",1.00069
"eta[179,5]",1.00069
"eta[182,23]",1.00069
"eta[126,16]",1.00069
"eta[82,5]",1.00069
"eta[109,11]",1.00069
"eta[1,5]",1.00069
"eta[41,11]",1.00069
"eta[156,5]",1.00069
"eta[147,14]",1.00069
"eta[38,24]",1.00069
"prob_correct[25,7]",1.00069
"prob_correct[192,16]",1.00069
"eta[37,2]",1.00069
"eta[114,13]",1.00069
"prob_correct[154,6]",1.00069
"prob_correct[156,5]",1.00069
"eta[95,5]",1.00069
"prob_correct[95,5]",1.00069
"eta[173,23]",1.00069
"eta[162,8]",1.00069
"prob_correct[147,14]",1.00069
"eta[192,16]",1.00069
"eta[101,24]",1.00069
"eta[110,9]",1.00069
"prob_correct[60,6]",1.00069
"prob_correct[41,11]",1.00069
"prob_correct[126,16]",1.00069
b[6],1.00069
"prob_correct[82,5]",1.00069
"eta[154,6]",1.00069
"eta[61,8]",1.00069
"eta[2,3]",1.00068
"eta[179,8]",1.00068
"y_rep[48,14]",1.00068
"prob_correct[172,27]",1.00068
"eta[138,23]",1.00068
"eta[154,20]",1.00068
"prob_correct[101,5]",1.00068
"prob_correct[2,3]",1.00068
"prob_correct[35,26]",1.00068
"prob_correct[193,12]",1.00068
"eta[61,3]",1.00068
"prob_correct[154,20]",1.00068
"prob_correct[30,23]",1.00068
"eta[50,23]",1.00068
a[19],1.00068
"eta[155,5]",1.00068
"prob_correct[133,21]",1.00068
"eta[53,7]",1.00068
"prob_correct[128,13]",1.00068
"eta[65,13]",1.00068
"eta[50,13]",1.00068
"prob_correct[36,17]",1.00068
"eta[133,21]",1.00068
"eta[71,4]",1.00068
"eta[172,27]",1.00068
"eta[60,13]",1.00068
"eta[62,9]",1.00068
"prob_correct[50,13]",1.00068
"eta[200,7]",1.00068
"prob_correct[50,23]",1.00068
"prob_correct[155,5]",1.00068
"prob_correct[179,8]",1.00068
"prob_correct[60,13]",1.00068
"prob_correct[61,3]",1.00068
"prob_correct[65,13]",1.00068
"prob_correct[8,26]",1.00068
"eta[36,17]",1.00068
"eta[8,23]",1.00068
"prob_correct[8,23]",1.00068
"eta[8,26]",1.00068
"eta[164,16]",1.00068
"prob_correct[62,9]",1.00068
"eta[128,13]",1.00068
"prob_correct[53,7]",1.00068
"eta[101,5]",1.00068
"eta[30,23]",1.00068
"prob_correct[138,23]",1.00068
"prob_correct[200,7]",1.00068
"prob_correct[71,4]",1.00068
"prob_correct[164,16]",1.00068
"eta[35,26]",1.00068
theta[111],1.00068
"eta[193,12]",1.00068
"prob_correct[85,18]",1.00067
"prob_correct[12,5]",1.00067
"eta[100,12]",1.00067
"prob_correct[131,13]",1.00067
"eta[29,16]",1.00067
"prob_correct[29,16]",1.00067
"eta[137,25]",1.00067
"eta[169,10]",1.00067
"eta[153,9]",1.00067
"prob_correct[18,26]",1.00067
"prob_correct[34,10]",1.00067
"eta[75,23]",1.00067
"eta[160,16]",1.00067
"prob_correct[146,7]",1.00067
"eta[122,13]",1.00067
"prob_correct[146,15]",1.00067
"prob_correct[157,25]",1.00067
"y_rep[126,12]",1.00067
"eta[98,5]",1.00067
"prob_correct[137,25]",1.00067
"eta[140,7]",1.00067
"eta[140,27]",1.00067
"y_rep[7,1]",1.00067
"prob_correct[34,7]",1.00067
"prob_correct[137,24]",1.00067
"eta[140,12]",1.00067
"prob_correct[140,7]",1.00067
"eta[137,24]",1.00067
"eta[131,13]",1.00067
"prob_correct[61,20]",1.00067
"eta[34,10]",1.00067
"prob_correct[75,23]",1.00067
"eta[146,7]",1.00067
"y_rep[111,8]",1.00067
"eta[61,20]",1.00067
"prob_correct[140,27]",1.00067
theta[44],1.00067
"prob_correct[98,5]",1.00067
"eta[157,25]",1.00067
"prob_correct[160,16]",1.00067
"prob_correct[153,9]",1.00067
"eta[18,26]",1.00067
"prob_correct[100,12]",1.00067
"prob_correct[140,12]",1.00067
"eta[34,7]",1.00067
"prob_correct[169,10]",1.00067
"eta[12,5]",1.00067
"eta[85,18]",1.00067
"prob_correct[122,13]",1.00067
"eta[146,15]",1.00067
"eta[61,15]",1.00066
"eta[63,5]",1.00066
"prob_correct[127,5]",1.00066
"y_rep[3,26]",1.00066
"eta[191,13]",1.00066
"eta[171,16]",1.00066
"prob_correct[188,23]",1.00066
"eta[138,18]",1.00066
"prob_correct[133,12]",1.00066
"prob_correct[138,2]",1.00066
"eta[138,2]",1.00066
"prob_correct[5,10]",1.00066
"prob_correct[165,16]",1.00066
"prob_correct[138,18]",1.00066
"prob_correct[45,12]",1.00066
"prob_correct[9,24]",1.00066
"eta[15,2]",1.00066
"eta[188,23]",1.00066
"prob_correct[131,11]",1.00066
"eta[165,16]",1.00066
"prob_correct[63,5]",1.00066
"prob_correct[130,17]",1.00066
"prob_correct[140,23]",1.00066
"prob_correct[61,15]",1.00066
"eta[166,10]",1.00066
"eta[9,24]",1.00066
theta[93],1.00066
"prob_correct[89,10]",1.00066
"eta[66,24]",1.00066
"eta[73,11]",1.00066
"prob_correct[166,10]",1.00066
"prob_correct[45,26]",1.00066
"prob_correct[171,16]",1.00066
"prob_correct[47,10]",1.00066
"prob_correct[66,24]",1.00066
"eta[140,23]",1.00066
"eta[73,16]",1.00066
"eta[45,26]",1.00066
"prob_correct[191,13]",1.00066
"eta[133,12]",1.00066
"eta[5,10]",1.00066
"prob_correct[73,11]",1.00066
"eta[130,17]",1.00066
"y_rep[146,22]",1.00066
"eta[127,5]",1.00066
"prob_correct[73,16]",1.00066
"eta[89,10]",1.00066
"prob_correct[15,2]",1.00066
"eta[47,10]",1.00066
"eta[131,11]",1.00066
"eta[45,12]",1.00066
"eta[48,16]",1.00065
"prob_correct[76,5]",1.00065
"eta[130,11]",1.00065
"prob_correct[101,10]",1.00065
"eta[170,5]",1.00065
"prob_correct[139,26]",1.00065
"prob_correct[42,15]",1.00065
"prob_correct[84,2]",1.00065
"eta[172,10]",1.00065
"eta[105,11]",1.00065
"eta[5,26]",1.00065
theta[49],1.00065
"prob_correct[41,22]",1.00065
"prob_correct[18,13]",1.00065
"eta[42,15]",1.00065
"prob_correct[25,11]",1.00065
"prob_correct[183,11]",1.00065
"prob_correct[72,8]",1.00065
"prob_correct[36,13]",1.00065
"prob_correct[30,2]",1.00065
"prob_correct[186,26]",1.00065
"eta[121,5]",1.00065
"eta[101,10]",1.00065
"eta[182,12]",1.00065
"prob_correct[28,2]",1.00065
"eta[144,6]",1.00065
"prob_correct[48,16]",1.00065
"prob_correct[19,5]",1.00065
"prob_correct[169,14]",1.00065
"eta[18,13]",1.00065
"eta[30,2]",1.00065
"prob_correct[130,11]",1.00065
"eta[142,21]",1.00065
"eta[19,5]",1.00065
"eta[72,8]",1.00065
"eta[28,2]",1.00065
"eta[41,22]",1.00065
"prob_correct[151,2]",1.00065
"eta[183,11]",1.00065
"eta[67,2]",1.00065
"eta[25,11]",1.00065
"prob_correct[182,12]",1.00065
"eta[186,26]",1.00065
"eta[36,13]",1.00065
"eta[158,5]",1.00065
"eta[76,5]",1.00065
"prob_correct[67,2]",1.00065
"eta[113,22]",1.00065
"eta[96,13]",1.00065
"prob_correct[142,21]",1.00065
"prob_correct[113,22]",1.00065
"eta[78,9]",1.00065
"prob_correct[158,5]",1.00065
"eta[113,15]",1.00065
"eta[125,26]",1.00065
"prob_correct[78,9]",1.00065
"prob_correct[110,25]",1.00065
"prob_correct[16,8]",1.00065
"eta[77,5]",1.00065
"eta[110,25]",1.00065
"prob_correct[170,5]",1.00065
"prob_correct[172,10]",1.00065
"prob_correct[55,8]",1.00065
"eta[184,24]",1.00065
"eta[126,8]",1.00065
"prob_correct[105,11]",1.00065
